store_id,sku_id,category,subcategory,brand,stock_on_hand,reorder_point,safety_stock,forecast_8_week_demand,stock_coverage_ratio,forecast_stockout_risk,forecast_overstock_risk,recommended_action,cost_price,stockout_units_at_risk,overstock_units_at_risk,stockout_value_at_risk,overstock_value_at_risk,total_value_at_stake
ST19,SKU02728,Stationery & Office,Writing Instruments,PremiumSelect,442,87,20,65.7648580181156,6.720914684834362,LOW,HIGH,Clear / Markdown,156.97,0.0,376.2351419818844,0.0,59057.630236896395,59057.630236896395
ST20,SKU01152,Personal Care,Skin Care,FamilyChoice,0,92,35,532.2825169399196,0.0,HIGH,LOW,Reorder Now,295.8,532.2825169399196,0.0,157449.16851082823,0.0,157449.16851082823
ST27,SKU02094,Beverages,Juices,CleanWave,428,91,45,61.676482034845044,6.939436003470416,LOW,HIGH,Clear / Markdown,192.47,0.0,366.32351796515496,0.0,70506.28750275337,70506.28750275337
ST04,SKU04591,Dairy & Bakery,Butter & Ghee,SunriseFoods,498,94,34,67.7426883030293,7.351346875582004,LOW,HIGH,Clear / Markdown,119.57,0.0,430.2573116969707,0.0,51445.86675960678,51445.86675960678
ST09,SKU00734,Beverages,Juices,BasicNeeds,248,43,15,59.74351657884168,4.151078044974504,LOW,HIGH,Clear / Markdown,34.7,0.0,188.25648342115832,0.0,6532.499974714195,6532.499974714195
ST02,SKU03727,Electronics & Accessories,Mobile Accessories,QuickBite,0,37,16,4949.771159945832,0.0,HIGH,LOW,Reorder Now,1291.18,4949.771159945832,0.0,6391045.526298859,0.0,6391045.526298859
ST25,SKU04879,Electronics & Accessories,Small Appliances,SunriseFoods,435,82,24,59.03981545845063,7.367909208763228,LOW,HIGH,Clear / Markdown,1032.44,0.0,375.9601845415494,0.0,388156.33292807726,388156.33292807726
ST25,SKU00449,Health & Wellness,OTC Medicine,PremiumSelect,591,99,45,62.285699164517965,9.488534413637481,LOW,HIGH,Clear / Markdown,969.92,0.0,528.714300835482,0.0,512810.57466635073,512810.57466635073
ST04,SKU03773,Home Care,Air Fresheners,CleanWave,247,79,23,58.61784304021239,4.2137340302773625,LOW,HIGH,Clear / Markdown,115.06,0.0,188.3821569597876,0.0,21675.250979793163,21675.250979793163
ST06,SKU00170,Apparel & Footwear,Men's Wear,ZestyCo,113,28,11,58.3713501445453,1.9358812109053065,LOW,MEDIUM,Watch / Reduce Orders,909.39,0.0,54.6286498554547,0.0,49678.74789205194,49678.74789205194
ST11,SKU02500,Dairy & Bakery,Eggs,EliteHome,250,76,17,56.65699809297744,4.412517577965134,LOW,HIGH,Clear / Markdown,112.45,0.0,193.34300190702257,0.0,21741.42056444469,21741.42056444469
ST26,SKU03828,Stationery & Office,Notebooks,NovaFresh,267,58,21,59.57735792750545,4.48156832206103,LOW,HIGH,Clear / Markdown,253.39,0.0,207.42264207249454,0.0,52558.82327474939,52558.82327474939
ST24,SKU00978,Health & Wellness,OTC Medicine,HomeStyle,443,86,28,66.05680994798946,6.706348676976693,LOW,HIGH,Clear / Markdown,302.09,0.0,376.94319005201055,0.0,113870.76828281186,113870.76828281186
ST24,SKU02964,Stationery & Office,Notebooks,PremiumSelect,234,39,19,61.365003661677676,3.8132483669374007,LOW,HIGH,Clear / Markdown,148.88,0.0,172.6349963383223,0.0,25701.898254849424,25701.898254849424
ST22,SKU04352,Frozen Foods,Frozen Vegetables,ValueChoice,388,89,29,72.39611157208823,5.359403862645994,LOW,HIGH,Clear / Markdown,454.77,0.0,315.6038884279118,0.0,143527.18034036143,143527.18034036143
ST24,SKU00749,Grocery,Flour & Atta,QuickBite,261,57,18,62.00752481432514,4.209166561341328,LOW,HIGH,Clear / Markdown,91.03,0.0,198.99247518567486,0.0,18114.285016151982,18114.285016151982
ST03,SKU04073,Apparel & Footwear,Women's Wear,ValueChoice,367,68,20,58.209211524615306,6.304844033917283,LOW,HIGH,Clear / Markdown,392.24,0.0,308.7907884753847,0.0,121120.09887158491,121120.09887158491
ST05,SKU02722,Stationery & Office,Notebooks,SoftTouch,281,51,25,58.645750449869524,4.7914810168590005,LOW,HIGH,Clear / Markdown,163.76,0.0,222.35424955013048,0.0,36412.73190632936,36412.73190632936
ST13,SKU04532,Snacks & Confectionery,Candy,ValueChoice,295,78,31,69.62025151219723,4.237272827839713,LOW,HIGH,Clear / Markdown,66.09,0.0,225.37974848780277,0.0,14895.347577558887,14895.347577558887
ST15,SKU00929,Home Care,Surface Cleaners,TrueTaste,0,87,34,454.9117193165493,0.0,HIGH,LOW,Reorder Now,125.47,454.9117193165493,0.0,57077.77342264744,0.0,57077.77342264744
ST20,SKU03259,Health & Wellness,Vitamins & Supplements,CleanWave,0,21,5,419.877401435377,0.0,HIGH,LOW,Reorder Now,478.37,419.877401435377,0.0,200856.7525246413,0.0,200856.7525246413
ST01,SKU01031,Health & Wellness,First Aid,PrimeCare,106,29,14,65.73623482248395,1.6125048884568076,LOW,MEDIUM,Watch / Reduce Orders,419.47,0.0,40.26376517751605,0.0,16889.44157901266,16889.44157901266
ST13,SKU00331,Dairy & Bakery,Yogurt,FreshFarm,180,31,8,57.813326165438106,3.113469020704908,LOW,HIGH,Clear / Markdown,107.74,0.0,122.1866738345619,0.0,13164.3922389357,13164.3922389357
ST25,SKU03603,Stationery & Office,Writing Instruments,NatureBlend,300,66,29,67.32651104114478,4.455897021259027,LOW,HIGH,Clear / Markdown,170.96,0.0,232.67348895885522,0.0,39777.85967240589,39777.85967240589
ST23,SKU00524,Beverages,Tea,PureLife,87,25,12,59.68605622457106,1.4576268814387598,LOW,LOW,Healthy,259.64,0.0,27.31394377542894,0.0,0.0,0.0
ST02,SKU03848,Home & Kitchen,Home Decor,PremiumSelect,79,20,5,57.89268130185769,1.3645939041601274,LOW,LOW,Healthy,784.42,0.0,21.107318698142308,0.0,0.0,0.0
ST26,SKU04996,Apparel & Footwear,Women's Wear,DailyBest,189,43,19,66.33870860933419,2.849015363157171,LOW,HIGH,Clear / Markdown,620.41,0.0,122.66129139066581,0.0,76100.29179168298,76100.29179168298
ST05,SKU01675,Apparel & Footwear,Kids Wear,ValueChoice,322,78,25,67.72349300706392,4.754627762132908,LOW,HIGH,Clear / Markdown,532.89,0.0,254.27650699293608,0.0,135501.4078114657,135501.4078114657
ST01,SKU04414,Snacks & Confectionery,Candy,DailyBest,223,38,12,58.140557235949814,3.8355325542376004,LOW,HIGH,Clear / Markdown,117.64,0.0,164.8594427640502,0.0,19394.064846762863,19394.064846762863
ST25,SKU04771,Stationery & Office,Notebooks,ValueChoice,255,80,21,58.61690212343904,4.350281075294724,LOW,HIGH,Clear / Markdown,44.47,0.0,196.38309787656095,0.0,8733.156362570666,8733.156362570666
ST06,SKU00291,Stationery & Office,Writing Instruments,SunriseFoods,0,93,35,375.8270199890536,0.0,HIGH,LOW,Reorder Now,150.55,375.8270199890536,0.0,56580.75785935202,0.0,56580.75785935202
ST06,SKU00062,Electronics & Accessories,Mobile Accessories,EverydayPlus,0,60,13,621.2064715583257,0.0,HIGH,LOW,Reorder Now,291.09,621.2064715583257,0.0,180826.991805913,0.0,180826.991805913
ST03,SKU04194,Dairy & Bakery,Cheese,ValueChoice,239,42,15,57.971913726038984,4.1226860498250115,LOW,HIGH,Clear / Markdown,133.83,0.0,181.028086273961,0.0,24226.988786044203,24226.988786044203
ST20,SKU03609,Grocery,Pulses & Lentils,CityFresh,224,70,34,66.84830009606726,3.3508705483623524,LOW,HIGH,Clear / Markdown,90.5,0.0,157.15169990393275,0.0,14222.228841305914,14222.228841305914
ST13,SKU04653,Snacks & Confectionery,Namkeen,CleanWave,145,28,11,65.18508496016838,2.224435238346362,LOW,HIGH,Clear / Markdown,103.45,0.0,79.81491503983162,0.0,8256.852960870581,8256.852960870581
ST01,SKU01152,Personal Care,Skin Care,FamilyChoice,0,61,20,532.2825169399196,0.0,HIGH,LOW,Reorder Now,295.8,532.2825169399196,0.0,157449.16851082823,0.0,157449.16851082823
ST08,SKU02094,Beverages,Juices,CleanWave,274,51,13,61.676482034845044,4.442536133062837,LOW,HIGH,Clear / Markdown,192.47,0.0,212.32351796515496,0.0,40865.907502753376,40865.907502753376
ST18,SKU04768,Dairy & Bakery,Butter & Ghee,GreenValley,79,21,8,61.66742372803204,1.2810653538634713,LOW,LOW,Healthy,81.98,0.0,17.33257627196796,0.0,0.0,0.0
ST23,SKU00645,Home Care,Surface Cleaners,FreshFarm,236,57,22,63.64388231117043,3.7081333103806986,LOW,HIGH,Clear / Markdown,191.28,0.0,172.35611768882956,0.0,32968.27819151932,32968.27819151932
ST02,SKU01754,Snacks & Confectionery,Chocolates,EverydayPlus,365,67,14,58.704398629282096,6.217592012226762,LOW,HIGH,Clear / Markdown,51.7,0.0,306.2956013707179,0.0,15835.482590866117,15835.482590866117
ST17,SKU03311,Personal Care,Bath & Body,QuickBite,367,88,34,65.68369476331898,5.58738361662552,LOW,HIGH,Clear / Markdown,224.64,0.0,301.31630523668105,0.0,67687.69480836803,67687.69480836803
ST24,SKU02038,Dairy & Bakery,Milk,NutriPlus,156,32,13,57.442782786193014,2.7157458680343787,LOW,HIGH,Clear / Markdown,56.9,0.0,98.55721721380698,0.0,5607.905659465617,5607.905659465617
ST29,SKU00167,Electronics & Accessories,Batteries,ZestyCo,315,61,28,59.13868217663878,5.32646295802027,LOW,HIGH,Clear / Markdown,1652.67,0.0,255.86131782336122,0.0,422854.3241271344,422854.3241271344
ST08,SKU03491,Electronics & Accessories,Batteries,SoftTouch,144,37,13,58.79109930181901,2.4493503559227476,LOW,HIGH,Clear / Markdown,1930.26,0.0,85.208900698181,0.0,164475.33266167087,164475.33266167087
ST18,SKU03950,Personal Care,Hair Care,FreshFarm,85,28,10,68.18605583333455,1.2465891883783886,LOW,LOW,Healthy,197.95,0.0,16.81394416666545,0.0,0.0,0.0
ST14,SKU04245,Frozen Foods,Frozen Vegetables,PrimeCare,0,91,29,528.4797859935658,0.0,HIGH,LOW,Reorder Now,127.83,528.4797859935658,0.0,67555.57104355752,0.0,67555.57104355752
ST21,SKU00986,Grocery,Pulses & Lentils,UrbanBite,186,48,15,61.647204587259196,3.017168438460568,LOW,HIGH,Clear / Markdown,58.38,0.0,124.3527954127408,0.0,7259.716196195808,7259.716196195808
ST05,SKU00978,Health & Wellness,OTC Medicine,HomeStyle,471,81,25,66.05680994798946,7.130226245724655,LOW,HIGH,Clear / Markdown,302.09,0.0,404.94319005201055,0.0,122329.28828281186,122329.28828281186
ST17,SKU04250,Health & Wellness,OTC Medicine,PureLife,359,95,36,62.74427330786705,5.721637706097835,LOW,HIGH,Clear / Markdown,1040.59,0.0,296.25572669213295,0.0,308280.7466385666,308280.7466385666
ST24,SKU00991,Home & Kitchen,Cookware,PurePlus,455,95,25,58.953189565764326,7.717987836645068,LOW,HIGH,Clear / Markdown,127.96,0.0,396.0468104342357,0.0,50678.14986316479,50678.14986316479
ST03,SKU04315,Home Care,Laundry,HealthFirst,0,99,37,395.10862049826574,0.0,HIGH,LOW,Reorder Now,322.69,395.10862049826574,0.0,127497.60074858536,0.0,127497.60074858536
ST05,SKU00749,Grocery,Flour & Atta,QuickBite,199,51,24,62.00752481432514,3.2092879145859166,LOW,HIGH,Clear / Markdown,91.03,0.0,136.99247518567486,0.0,12470.425016151983,12470.425016151983
ST05,SKU02964,Stationery & Office,Notebooks,PremiumSelect,229,64,28,61.365003661677676,3.7317687009771996,LOW,HIGH,Clear / Markdown,148.88,0.0,167.6349963383223,0.0,24957.498254849426,24957.498254849426
ST27,SKU04443,Grocery,Sugar & Salt,QuickBite,389,73,25,58.587197208078,6.6396758769399655,LOW,HIGH,Clear / Markdown,116.32,0.0,330.412802791922,0.0,38433.617220756365,38433.617220756365
ST11,SKU01466,Snacks & Confectionery,Chips & Crisps,BasicNeeds,0,61,25,320.7537347842771,0.0,HIGH,LOW,Reorder Now,27.39,320.7537347842771,0.0,8785.44479574135,0.0,8785.44479574135
ST04,SKU00524,Beverages,Tea,PureLife,400,86,43,59.68605622457106,6.7017327882241835,LOW,HIGH,Clear / Markdown,259.64,0.0,340.3139437754289,0.0,88359.11236185236,88359.11236185236
ST26,SKU01037,Beverages,Bottled Water,EliteHome,0,34,15,681.6910347035249,0.0,HIGH,LOW,Reorder Now,135.2,681.6910347035249,0.0,92164.62789191656,0.0,92164.62789191656
ST24,SKU04145,Stationery & Office,Notebooks,CleanWave,170,34,7,69.65720498415138,2.440522843813198,LOW,HIGH,Clear / Markdown,224.88,0.0,100.34279501584862,0.0,22565.087743164037,22565.087743164037
ST15,SKU04554,Home & Kitchen,Home Decor,UrbanBite,149,46,22,73.17731823572662,2.0361500474781713,LOW,HIGH,Clear / Markdown,1393.38,0.0,75.82268176427338,0.0,105649.80831670326,105649.80831670326
ST06,SKU02519,Grocery,Pulses & Lentils,PremiumSelect,111,22,8,68.14705768434942,1.6288304113457293,LOW,MEDIUM,Watch / Reduce Orders,297.43,0.0,42.85294231565058,0.0,12745.750632943953,12745.750632943953
ST04,SKU03907,Home & Kitchen,Home Decor,QuickBite,0,51,16,643.3690233356282,0.0,HIGH,LOW,Reorder Now,624.96,643.3690233356282,0.0,402079.9048238342,0.0,402079.9048238342
ST11,SKU04849,Electronics & Accessories,Batteries,SunriseFoods,260,52,21,58.23838612894558,4.464409426187294,LOW,HIGH,Clear / Markdown,1088.18,0.0,201.7616138710544,0.0,219552.952982204,219552.952982204
ST06,SKU04505,Beverages,Energy Drinks,SoftTouch,149,49,23,62.55745603619299,2.3818104098382,LOW,HIGH,Clear / Markdown,80.84,0.0,86.44254396380701,0.0,6988.015254034159,6988.015254034159
ST02,SKU03043,Electronics & Accessories,Mobile Accessories,HealthFirst,378,86,25,57.74255055489503,6.546298983461783,LOW,HIGH,Clear / Markdown,3398.16,0.0,320.25744944510495,0.0,1088286.0544063777,1088286.0544063777
ST26,SKU02205,Dairy & Bakery,Yogurt,EliteHome,327,56,13,72.6663590996304,4.500019046663137,LOW,HIGH,Clear / Markdown,47.02,0.0,254.3336409003696,0.0,11958.76779513538,11958.76779513538
ST19,SKU02983,Apparel & Footwear,Kids Wear,SparkleClean,0,99,24,360.16638103851255,0.0,HIGH,LOW,Reorder Now,713.11,360.16638103851255,0.0,256838.2479823737,0.0,256838.2479823737
ST24,SKU01112,Stationery & Office,Writing Instruments,PrimeCare,189,35,13,66.52677666365751,2.840961331337846,LOW,HIGH,Clear / Markdown,94.42,0.0,122.47322333634249,0.0,11563.921747417458,11563.921747417458
ST17,SKU00170,Apparel & Footwear,Men's Wear,ZestyCo,115,20,10,58.3713501445453,1.9701445951691172,LOW,MEDIUM,Watch / Reduce Orders,909.39,0.0,56.6286498554547,0.0,51497.52789205195,51497.52789205195
ST22,SKU02500,Dairy & Bakery,Eggs,EliteHome,468,83,35,56.65699809297744,8.26023290595073,LOW,HIGH,Clear / Markdown,112.45,0.0,411.34300190702254,0.0,46255.52056444468,46255.52056444468
ST22,SKU00285,Home Care,Surface Cleaners,NutriPlus,0,76,25,1710.772540050089,0.0,HIGH,LOW,Reorder Now,387.2,1710.772540050089,0.0,662411.1275073944,0.0,662411.1275073944
ST08,SKU04551,Home & Kitchen,Cookware,DailyBest,0,71,24,777.318505219876,0.0,HIGH,LOW,Reorder Now,1452.98,777.318505219876,0.0,1129428.2417143753,0.0,1129428.2417143753
ST01,SKU03609,Grocery,Pulses & Lentils,CityFresh,463,89,18,66.84830009606726,6.926129749516827,LOW,HIGH,Clear / Markdown,90.5,0.0,396.15169990393275,0.0,35851.728841305914,35851.728841305914
ST25,SKU03966,Home Care,Air Fresheners,UrbanBite,373,65,19,59.977435901805535,6.219005437489391,LOW,HIGH,Clear / Markdown,204.45,0.0,313.0225640981945,0.0,63997.46322987586,63997.46322987586
ST27,SKU00363,Home & Kitchen,Home Decor,CityFresh,0,78,24,386.4761271061134,0.0,HIGH,LOW,Reorder Now,699.49,386.4761271061134,0.0,270336.18614945526,0.0,270336.18614945526
ST08,SKU00350,Home Care,Laundry,BasicNeeds,199,34,10,58.94801074354349,3.37585607198452,LOW,HIGH,Clear / Markdown,368.24,0.0,140.05198925645652,0.0,51572.74452379755,51572.74452379755
ST04,SKU00645,Home Care,Surface Cleaners,FreshFarm,266,48,16,63.64388231117043,4.179506188818923,LOW,HIGH,Clear / Markdown,191.28,0.0,202.35611768882956,0.0,38706.67819151932,38706.67819151932
ST14,SKU01104,Apparel & Footwear,Kids Wear,TrueTaste,69,23,10,62.23990121501418,1.108613584742565,LOW,LOW,Healthy,826.23,0.0,6.760098784985821,0.0,0.0,0.0
ST26,SKU00929,Home Care,Surface Cleaners,TrueTaste,0,83,27,454.9117193165493,0.0,HIGH,LOW,Reorder Now,125.47,454.9117193165493,0.0,57077.77342264744,0.0,57077.77342264744
ST05,SKU02267,Health & Wellness,OTC Medicine,SmartBuy,215,58,20,58.74727617736414,3.659744144577744,LOW,HIGH,Clear / Markdown,415.23,0.0,156.25272382263586,0.0,64880.81851287309,64880.81851287309
ST12,SKU00994,Home & Kitchen,Home Decor,NovaFresh,0,98,20,2240.253815499583,0.0,HIGH,LOW,Reorder Now,395.46,2240.253815499583,0.0,885930.7738774652,0.0,885930.7738774652
ST05,SKU00052,Home & Kitchen,Storage & Containers,ValueChoice,341,60,19,61.3832412639201,5.555262201516122,LOW,HIGH,Clear / Markdown,967.68,0.0,279.6167587360799,0.0,270579.54509372974,270579.54509372974
ST05,SKU02038,Dairy & Bakery,Milk,NutriPlus,243,55,24,57.442782786193014,4.23029644828432,LOW,HIGH,Clear / Markdown,56.9,0.0,185.55721721380698,0.0,10558.205659465617,10558.205659465617
ST10,SKU00167,Electronics & Accessories,Batteries,ZestyCo,267,65,25,59.13868217663878,4.514811459655276,LOW,HIGH,Clear / Markdown,1652.67,0.0,207.86131782336122,0.0,343526.1641271344,343526.1641271344
ST03,SKU01174,Home & Kitchen,Home Decor,NovaFresh,169,54,16,59.46079026090846,2.842209113912607,LOW,HIGH,Clear / Markdown,1462.83,0.0,109.53920973909155,0.0,160237.24218263527,160237.24218263527
ST06,SKU04626,Grocery,Spices & Seasoning,GreenValley,0,28,11,407.2077354779931,0.0,HIGH,LOW,Reorder Now,268.4,407.2077354779931,0.0,109294.55620229333,0.0,109294.55620229333
ST23,SKU02055,Home Care,Laundry,ValueChoice,278,91,30,59.51049959275066,4.671444566966211,LOW,HIGH,Clear / Markdown,296.22,0.0,218.48950040724935,0.0,64720.95981063541,64720.95981063541
ST23,SKU04041,Home Care,Laundry,PurePlus,0,20,8,539.481796873847,0.0,HIGH,LOW,Reorder Now,357.52,539.481796873847,0.0,192875.53201833775,0.0,192875.53201833775
ST14,SKU02501,Home & Kitchen,Storage & Containers,SoftTouch,329,74,35,63.435158081126744,5.186398362549115,LOW,HIGH,Clear / Markdown,358.61,0.0,265.56484191887324,0.0,95234.20796052714,95234.20796052714
ST14,SKU00286,Beverages,Energy Drinks,PurePlus,0,69,26,1344.9846929553776,0.0,HIGH,LOW,Reorder Now,51.29,1344.9846929553776,0.0,68984.26490168131,0.0,68984.26490168131
ST17,SKU00291,Stationery & Office,Writing Instruments,SunriseFoods,0,78,35,375.8270199890536,0.0,HIGH,LOW,Reorder Now,150.55,375.8270199890536,0.0,56580.75785935202,0.0,56580.75785935202
ST05,SKU00991,Home & Kitchen,Cookware,PurePlus,375,93,32,58.953189565764326,6.360978986245935,LOW,HIGH,Clear / Markdown,127.96,0.0,316.0468104342357,0.0,40441.349863164796,40441.349863164796
ST17,SKU02277,Beverages,Tea,NutriPlus,448,88,43,65.09679423026398,6.882059328686903,LOW,HIGH,Clear / Markdown,85.7,0.0,382.903205769736,0.0,32814.80473446638,32814.80473446638
ST03,SKU00127,Home Care,Dishwashing,PremiumSelect,145,40,14,59.617308947610894,2.4321795558974277,LOW,HIGH,Clear / Markdown,126.42,0.0,85.3826910523891,0.0,10794.07980284303,10794.07980284303
ST20,SKU03743,Home Care,Air Fresheners,PremiumSelect,0,81,21,383.54582108840964,0.0,HIGH,LOW,Reorder Now,162.98,383.54582108840964,0.0,62510.297920988996,0.0,62510.297920988996
ST16,SKU00066,Dairy & Bakery,Cheese,FreshFarm,231,68,27,58.191289855038704,3.9696662606284887,LOW,HIGH,Clear / Markdown,132.45,0.0,172.8087101449613,0.0,22888.513658700125,22888.513658700125
ST19,SKU02057,Beverages,Energy Drinks,FreshFarm,217,67,33,63.8157473278422,3.400414616868789,LOW,HIGH,Clear / Markdown,117.15,0.0,153.1842526721578,0.0,17945.535200543287,17945.535200543287
ST10,SKU02503,Stationery & Office,Notebooks,PremiumSelect,0,31,9,310.27985663143954,0.0,HIGH,LOW,Reorder Now,220.49,310.27985663143954,0.0,68413.6055886661,0.0,68413.6055886661
ST24,SKU00186,Apparel & Footwear,Men's Wear,TrueTaste,291,53,16,64.307229283586,4.525152198934434,LOW,HIGH,Clear / Markdown,1185.19,0.0,226.692770716414,0.0,268674.00492538675,268674.00492538675
ST13,SKU01754,Snacks & Confectionery,Chocolates,EverydayPlus,210,46,20,58.704398629282096,3.577244719363342,LOW,HIGH,Clear / Markdown,51.7,0.0,151.29560137071792,0.0,7821.982590866117,7821.982590866117
ST11,SKU00890,Apparel & Footwear,Men's Wear,EliteHome,234,50,24,70.02941222102432,3.341453149163349,LOW,HIGH,Clear / Markdown,327.59,0.0,163.9705877789757,0.0,53715.12485051464,53715.12485051464
ST06,SKU00546,Dairy & Bakery,Milk,TrueTaste,143,29,9,58.46964708712485,2.4457134107020964,LOW,HIGH,Clear / Markdown,93.76,0.0,84.53035291287514,0.0,7925.565889111174,7925.565889111174
ST28,SKU00305,Health & Wellness,Vitamins & Supplements,PurePlus,371,90,34,63.723065181672716,5.822067707231112,LOW,HIGH,Clear / Markdown,318.69,0.0,307.2769348183273,0.0,97926.08635725272,97926.08635725272
ST02,SKU01070,Home Care,Pest Control,SparkleClean,147,41,10,66.31616218362772,2.2166542085617205,LOW,HIGH,Clear / Markdown,133.29,0.0,80.68383781637228,0.0,10754.34874254426,10754.34874254426
ST05,SKU01112,Stationery & Office,Writing Instruments,PrimeCare,211,61,20,66.52677666365751,3.1716552429221454,LOW,HIGH,Clear / Markdown,94.42,0.0,144.47322333634247,0.0,13641.161747417456,13641.161747417456
ST15,SKU03749,Dairy & Bakery,Eggs,PremiumSelect,245,73,27,67.57428681601351,3.6256394487309747,LOW,HIGH,Clear / Markdown,182.25,0.0,177.4257131839865,0.0,32335.836227781536,32335.836227781536
ST08,SKU00592,Apparel & Footwear,Kids Wear,UrbanBite,277,54,11,65.78853063750505,4.210460354043635,LOW,HIGH,Clear / Markdown,1430.8,0.0,211.21146936249494,0.0,302201.3703638578,302201.3703638578
ST18,SKU03266,Personal Care,Skin Care,MetroBrand,177,34,15,58.20402474356494,3.041026815238738,LOW,HIGH,Clear / Markdown,312.71,0.0,118.79597525643506,0.0,37148.689422439806,37148.689422439806
ST01,SKU03622,Dairy & Bakery,Yogurt,NatureBlend,0,34,13,385.69535892304134,0.0,HIGH,LOW,Reorder Now,193.42,385.69535892304134,0.0,74601.19632289466,0.0,74601.19632289466
ST20,SKU01649,Home Care,Surface Cleaners,NatureBlend,375,77,24,67.74964254079006,5.5350845544937535,LOW,HIGH,Clear / Markdown,258.86,0.0,307.2503574592099,0.0,79534.82753189107,79534.82753189107
ST16,SKU04388,Electronics & Accessories,Mobile Accessories,SmartBuy,280,82,40,63.8388347804426,4.386044967189465,LOW,HIGH,Clear / Markdown,1058.38,0.0,216.1611652195574,0.0,228780.65404507518,228780.65404507518
ST06,SKU01485,Personal Care,Men's Grooming,PrimeCare,0,46,12,378.62727245891216,0.0,HIGH,LOW,Reorder Now,342.91,378.62727245891216,0.0,129835.07799888558,0.0,129835.07799888558
ST23,SKU03115,Frozen Foods,Frozen Vegetables,NutriPlus,396,75,24,59.798494206294535,6.622240329896402,LOW,HIGH,Clear / Markdown,581.3,0.0,336.20150579370545,0.0,195433.93531788097,195433.93531788097
ST24,SKU04508,Frozen Foods,Ready Meals,FreshFarm,0,87,27,801.9039214393295,0.0,HIGH,LOW,Reorder Now,236.38,801.9039214393295,0.0,189554.0489498287,0.0,189554.0489498287
ST01,SKU00589,Electronics & Accessories,Mobile Accessories,NovaFresh,85,22,7,66.890078345093,1.2707415225540026,LOW,LOW,Healthy,313.88,0.0,18.109921654906998,0.0,0.0,0.0
ST11,SKU02997,Health & Wellness,OTC Medicine,FreshFarm,217,52,16,59.911117374481094,3.6220322622864365,LOW,HIGH,Clear / Markdown,833.95,0.0,157.08888262551892,0.0,131004.2736655515,131004.2736655515
ST04,SKU04041,Home Care,Laundry,PurePlus,0,30,14,539.481796873847,0.0,HIGH,LOW,Reorder Now,357.52,539.481796873847,0.0,192875.53201833775,0.0,192875.53201833775
ST14,SKU04729,Electronics & Accessories,Batteries,PrimeCare,421,75,28,64.06788480418366,6.5711549754879455,LOW,HIGH,Clear / Markdown,1237.64,0.0,356.9321151958163,0.0,441753.46305095014,441753.46305095014
ST14,SKU02514,Home Care,Air Fresheners,NatureBlend,469,92,24,60.082619339573704,7.80591800349641,LOW,HIGH,Clear / Markdown,265.79,0.0,408.9173806604263,0.0,108686.15060573471,108686.15060573471
ST26,SKU04554,Home & Kitchen,Home Decor,UrbanBite,358,60,22,73.17731823572662,4.892226288571713,LOW,HIGH,Clear / Markdown,1393.38,0.0,284.8226817642734,0.0,396866.2283167033,396866.2283167033
ST04,SKU02055,Home Care,Laundry,ValueChoice,155,27,13,59.51049959275066,2.60458240244519,LOW,HIGH,Clear / Markdown,296.22,0.0,95.48950040724934,0.0,28285.8998106354,28285.8998106354
ST02,SKU03177,Beverages,Juices,BasicNeeds,256,52,15,59.17847171824468,4.32589745167541,LOW,HIGH,Clear / Markdown,35.78,0.0,196.82152828175532,0.0,7042.274281921205,7042.274281921205
ST29,SKU03805,Health & Wellness,OTC Medicine,FamilyChoice,334,69,18,68.6341452212438,4.866382453272246,LOW,HIGH,Clear / Markdown,962.72,0.0,265.3658547787562,0.0,255473.0157126042,255473.0157126042
ST15,SKU03870,Electronics & Accessories,Mobile Accessories,MetroBrand,0,26,6,355.1283058829945,0.0,HIGH,LOW,Reorder Now,227.63,355.1283058829945,0.0,80837.85626814603,0.0,80837.85626814603
ST03,SKU02584,Snacks & Confectionery,Chocolates,PrimeCare,263,61,19,61.21065089911585,4.296637858556065,LOW,HIGH,Clear / Markdown,107.23,0.0,201.78934910088415,0.0,21637.87190408781,21637.87190408781
ST25,SKU04329,Home & Kitchen,Cookware,SoftTouch,0,40,18,1192.8707654691402,0.0,HIGH,LOW,Reorder Now,1697.55,1192.8707654691402,0.0,2024957.767922139,0.0,2024957.767922139
ST03,SKU02355,Grocery,Spices & Seasoning,EverydayPlus,0,53,24,433.4702556092061,0.0,HIGH,LOW,Reorder Now,198.69,433.4702556092061,0.0,86126.20508699316,0.0,86126.20508699316
ST01,SKU03743,Home Care,Air Fresheners,PremiumSelect,0,74,21,383.54582108840964,0.0,HIGH,LOW,Reorder Now,162.98,383.54582108840964,0.0,62510.297920988996,0.0,62510.297920988996
ST13,SKU03043,Electronics & Accessories,Mobile Accessories,HealthFirst,217,72,18,57.74255055489503,3.7580605275428756,LOW,HIGH,Clear / Markdown,3398.16,0.0,159.25744944510495,0.0,541182.2944063778,541182.2944063778
ST25,SKU02114,Frozen Foods,Ready Meals,QuickBite,253,59,27,68.95261066837264,3.6691866710718566,LOW,HIGH,Clear / Markdown,473.75,0.0,184.04738933162736,0.0,87192.45069585845,87192.45069585845
ST16,SKU04280,Stationery & Office,Writing Instruments,BasicNeeds,0,21,8,440.4965434142682,0.0,HIGH,LOW,Reorder Now,184.83,440.4965434142682,0.0,81416.9761192592,0.0,81416.9761192592
